TimeStamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0,-0.9560546,-0.3725586,-0.03442383,10.86473,-16.74891,-13.57603
0.01402855,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.02262974,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.0244627,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.02608776,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.02747345,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.02891254,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.03058624,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.0322361,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.03369141,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.0351696,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.03684044,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.03822994,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.04006672,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.0416317,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.04309464,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.04459858,-0.9155272,-0.3461914,-0.009521484,7.309437,-18.74781,-3.38316
0.04619026,-0.8964843,-0.3374023,-0.006591797,-3.76749,-11.59143,9.646893
0.0477972,-0.8964843,-0.3374023,-0.006591797,-3.76749,-11.59143,9.646893
0.04924583,-0.8964843,-0.3374023,-0.006591797,-3.76749,-11.59143,9.646893
0.05071926,-0.8964843,-0.3374023,-0.006591797,-3.76749,-11.59143,9.646893
0.05244255,-0.8964843,-0.3374023,-0.006591797,-3.76749,-11.59143,9.646893
0.05390167,-0.8964843,-0.3374023,-0.006591797,-3.76749,-11.59143,9.646893
0.05526733,-0.8964843,-0.3374023,-0.006591797,-3.76749,-11.59143,9.646893
0.05671787,-0.8964843,-0.3374023,-0.006591797,-3.76749,-11.59143,9.646893
0.05829716,-0.8964843,-0.3374023,-0.006591797,-3.76749,-11.59143,9.646893
0.05982018,-0.8964843,-0.3374023,-0.006591797,-3.76749,-11.59143,9.646893
0.06384373,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.06562424,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.06712246,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.06849194,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.06989479,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.07128334,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.07281303,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.07460117,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.07621861,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.07770443,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.07920647,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.08082771,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.08232212,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.08374405,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.08510399,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.0868988,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.08840847,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.090065,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.09163857,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.09325409,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.09467697,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.09612942,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.09754086,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.09891605,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.1003723,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.1017456,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.1032982,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.1048441,-0.9721678,-0.3652343,0.009521477,-14.35709,5.512714,14.77385
0.1080818,-0.98291,-0.3779296,0.01098632,-9.809971,5.054951,5.89323
0.1098204,-0.9721678,-0.3623047,-0.008056641,-4.423618,2.186298,-4.222393
0.1114702,-0.9370116,-0.3520508,-0.01098633,0.4887581,0.9503365,-9.227276
0.1131392,-0.9370116,-0.3520508,-0.01098633,0.4887581,0.9503365,-9.227276
0.1149797,-0.9370116,-0.3520508,-0.01098633,0.4887581,0.9503365,-9.227276
0.1167192,-0.9370116,-0.3520508,-0.01098633,0.4887581,0.9503365,-9.227276
0.118494,-0.9370116,-0.3520508,-0.01098633,0.4887581,0.9503365,-9.227276
0.1237516,-0.9370116,-0.3520508,-0.01098633,0.4887581,0.9503365,-9.227276
0.1255064,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1270027,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1284256,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1298256,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1312218,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1326838,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1341352,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1355858,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1370564,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1389275,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1410589,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.142786,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1444254,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1461973,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1480846,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1500664,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1517439,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1534958,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1553402,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1576433,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1599007,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1619377,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
0.1637945,-0.9331053,-0.3486328,-0.009521484,1.709461,2.201557,-7.060528
